State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Crop_Yield
Maharashtra,WASHIM,1999,Kharif     ,Bajra,2700,1400,0.518518519
Maharashtra,WASHIM,2000,Kharif     ,Bajra,2500,1500,0.6
Maharashtra,WASHIM,2001,Kharif     ,Bajra,2300,800,0.347826087
Maharashtra,WASHIM,2002,Kharif     ,Bajra,2400,1500,0.625
Maharashtra,WASHIM,2003,Kharif     ,Bajra,2000,900,0.45
Maharashtra,WASHIM,2004,Kharif     ,Bajra,1600,700,0.4375
Maharashtra,WASHIM,2005,Kharif     ,Bajra,1400,700,0.5
Maharashtra,WASHIM,2006,Kharif     ,Bajra,1600,900,0.5625
Maharashtra,WASHIM,2007,Kharif     ,Bajra,9,5,0.555555556
Maharashtra,WASHIM,2008,Kharif     ,Bajra,400,200,0.5
Maharashtra,WASHIM,2009,Kharif     ,Bajra,400,300,0.75
Maharashtra,WASHIM,2010,Kharif     ,Bajra,500,200,0.4
Maharashtra,WASHIM,2011,Kharif     ,Bajra,300,200,0.666666667
Maharashtra,WASHIM,2012,Kharif     ,Bajra,300,200,0.666666667
Maharashtra,WASHIM,2013,Kharif     ,Bajra,400,300,0.75
